id,airport_code,name,distance_km,star_rating,guest_score,review_count,price_per_night,has_shuttle,has_breakfast,address
2351,HSS,OYO Townhouse Airport (Hisar Airport),2.6,3,9.7,134,7076,1,1,"Terminal Road, Near HSS Airport, Hisar, India"
2352,GOX,FabHotel Airport Inn (Goa (Mopa) Airport),0.5,4,8.7,3338,4604,1,1,"Terminal Road, Near GOX Airport, Goa (Mopa), India"
2353,DGR,OYO Townhouse Airport (Deoghar Airport),5.3,3,9.3,1840,5567,1,1,"Terminal Road, Near DGR Airport, Deoghar, India"
2354,DHM,Taj City Centre (Dharamshala / Kangra Airport),10.5,3,9.0,1144,8644,0,1,"Terminal Road, Near DHM Airport, Dharamshala / Kangra, India"
2355,JDH,IBIS Airport Hotel (Jodhpur Airport),6.7,3,8.9,2964,11626,1,0,"Terminal Road, Near JDH Airport, Jodhpur, India"
2356,DGR,Ginger Airport Hotel (Deoghar Airport),1.3,4,8.4,3449,8682,1,1,"Terminal Road, Near DGR Airport, Deoghar, India"
2357,PGH,Hyatt Regency Terminal (Pantnagar / Nainital Airport),2.0,3,8.1,2552,2120,1,0,"Terminal Road, Near PGH Airport, Pantnagar / Nainital, India"
2358,BOK,Novotel Airport Hotel (Bokaro Airport),6.7,5,8.6,2816,11625,1,0,"Terminal Road, Near BOK Airport, Bokaro, India"
2359,JRH,ITC Grand Bharat (Jorhat Airport),4.6,3,9.5,2975,7894,1,0,"Terminal Road, Near JRH Airport, Jorhat, India"
2360,BOM,Hyatt Regency Terminal (Mumbai Airport),3.2,3,9.5,3171,2028,1,0,"Terminal Road, Near BOM Airport, Mumbai, India"
2361,YTL,Hyatt Regency Terminal (Yavatmal Airport),6.8,3,9.2,273,4398,1,1,"Terminal Road, Near YTL Airport, Yavatmal, India"
2362,DGR,IBIS Airport Hotel (Deoghar Airport),2.9,4,9.3,3266,6454,1,0,"Terminal Road, Near DGR Airport, Deoghar, India"
2363,PBF,Trident Airport Hotel (Bilaspur Airport),3.7,3,8.5,1348,6371,1,0,"Terminal Road, Near PBF Airport, Bilaspur, India"
2364,LAT,OYO Townhouse Airport (Latur Airport),10.8,4,8.3,3136,5966,0,1,"Terminal Road, Near LAT Airport, Latur, India"
2365,KOK,Trident Airport Hotel (Kokrajhar Airport),7.7,5,8.1,2115,2822,1,0,"Terminal Road, Near KOK Airport, Kokrajhar, India"
2366,IXA,IBIS Airport Hotel (Agartala Airport),10.3,3,9.0,1320,5091,0,0,"Terminal Road, Near IXA Airport, Agartala, India"
2367,AJL,Pride Plaza Hotel (Aizawl Airport),4.2,3,8.3,3603,8100,1,0,"Terminal Road, Near AJL Airport, Aizawl, India"
2368,AMB,ITC Grand Bharat (Ambikapur Airport),4.1,4,8.4,3572,3842,1,1,"Terminal Road, Near AMB Airport, Ambikapur, India"
2369,SNE,ITC Grand Bharat (Singrauli Airport),12.5,3,8.4,2166,4672,0,1,"Terminal Road, Near SNE Airport, Singrauli, India"
2370,NPL,Radisson Blu Airport (Narnaul Airport),4.6,4,9.0,2952,10944,1,1,"Terminal Road, Near NPL Airport, Narnaul, India"
2371,NVM,Pride Plaza Hotel (Navi Mumbai Airport),6.8,5,8.9,1493,11758,1,1,"Terminal Road, Near NVM Airport, Navi Mumbai, India"
2372,NMS,OYO Townhouse Airport (Naliya Airport),8.7,4,9.6,467,8338,0,1,"Terminal Road, Near NMS Airport, Naliya, India"
2373,SRA,IBIS Airport Hotel (Shravasti Airport),1.8,3,8.4,1187,6225,1,1,"Terminal Road, Near SRA Airport, Shravasti, India"
2374,NWP,Pride Plaza Hotel (Pithoragarh Airport),1.1,3,8.7,3481,2126,1,0,"Terminal Road, Near NWP Airport, Pithoragarh, India"
2375,RGD,Novotel Airport Hotel (Raigarh Airport),13.0,3,9.3,3333,5035,0,0,"Terminal Road, Near RGD Airport, Raigarh, India"
2376,DBR,FabHotel Airport Inn (Darbhanga Airport),14.2,3,9.3,2449,10928,0,1,"Terminal Road, Near DBR Airport, Darbhanga, India"
2377,IXP,Novotel Airport Hotel (Pathankot Airport),9.7,3,8.2,3340,5126,0,1,"Terminal Road, Near IXP Airport, Pathankot, India"
2378,NVM,IBIS Airport Hotel (Navi Mumbai Airport),6.1,3,8.1,1878,11662,1,1,"Terminal Road, Near NVM Airport, Navi Mumbai, India"
2379,IXZ,Lemon Tree Premier (Port Blair (Andaman) Airport),4.4,4,9.2,571,1978,1,0,"Terminal Road, Near IXZ Airport, Port Blair (Andaman), India"
2380,GON,Novotel Airport Hotel (Gondia Airport),6.2,4,8.5,2337,10558,1,1,"Terminal Road, Near GON Airport, Gondia, India"
2381,IDR,Lemon Tree Premier (Indore Airport),1.3,4,9.4,3144,1932,1,0,"Terminal Road, Near IDR Airport, Indore, India"
2382,CCU,Ginger Airport Hotel (Kolkata Airport),8.3,5,9.6,3734,9851,0,1,"Terminal Road, Near CCU Airport, Kolkata, India"
2383,BHO,Lemon Tree Premier (Bhopal Airport),9.9,5,8.2,3748,4878,0,0,"Terminal Road, Near BHO Airport, Bhopal, India"
2384,BDQ,Taj City Centre (Vadodara Airport),13.8,5,9.4,3096,11042,0,1,"Terminal Road, Near BDQ Airport, Vadodara, India"
2385,BLT,OYO Townhouse Airport (Balurghat Airport),5.0,4,8.8,3144,6664,1,1,"Terminal Road, Near BLT Airport, Balurghat, India"
2386,PAL,OYO Townhouse Airport (Pali Airport),2.5,3,9.4,3207,2490,1,1,"Terminal Road, Near PAL Airport, Pali, India"
2387,AKL,OYO Townhouse Airport (Akola Airport),9.6,5,8.4,2191,12494,0,1,"Terminal Road, Near AKL Airport, Akola, India"
2388,HSR,Radisson Blu Airport (Rajkot Airport),1.1,3,8.9,3520,6379,1,1,"Terminal Road, Near HSR Airport, Rajkot, India"
2389,AGX,OYO Townhouse Airport (Agatti Island (Lakshadweep) Airport),3.4,4,8.7,2119,8002,1,1,"Terminal Road, Near AGX Airport, Agatti Island (Lakshadweep), India"
2390,KBK,Novotel Airport Hotel (Kushinagar Airport),1.4,3,9.6,526,9093,1,0,"Terminal Road, Near KBK Airport, Kushinagar, India"
2391,HBX,Trident Airport Hotel (Hubballi / Dharwad Airport),9.9,3,8.9,2711,11154,0,0,"Terminal Road, Near HBX Airport, Hubballi / Dharwad, India"
2392,JSA,Hyatt Regency Terminal (Jaisalmer Airport),6.4,4,9.1,1702,7436,1,0,"Terminal Road, Near JSA Airport, Jaisalmer, India"
2393,KJB,Trident Airport Hotel (Kurnool (Orvakal) Airport),2.8,5,8.6,2085,8015,1,1,"Terminal Road, Near KJB Airport, Kurnool (Orvakal), India"
2394,GOI,Pride Plaza Hotel (Goa (Dabolim) Airport),11.4,3,8.5,494,6559,0,0,"Terminal Road, Near GOI Airport, Goa (Dabolim), India"
2395,RGD,OYO Townhouse Airport (Raigarh Airport),8.2,5,8.9,295,2742,0,1,"Terminal Road, Near RGD Airport, Raigarh, India"
2396,SXR,Ginger Airport Hotel (Srinagar Airport),11.0,4,8.9,775,9826,0,0,"Terminal Road, Near SXR Airport, Srinagar, India"
2397,RKG,OYO Townhouse Airport (Durgapur Airport),5.2,5,8.9,3161,5163,1,0,"Terminal Road, Near RKG Airport, Durgapur, India"
2398,BOM,Trident Airport Hotel (Mumbai Airport),13.2,3,8.5,1911,2776,0,1,"Terminal Road, Near BOM Airport, Mumbai, India"
2399,PGH,Pride Plaza Hotel (Pantnagar / Nainital Airport),8.6,4,8.7,582,5379,0,0,"Terminal Road, Near PGH Airport, Pantnagar / Nainital, India"
2400,HBX,Ginger Airport Hotel (Hubballi / Dharwad Airport),11.2,4,9.2,2459,10642,0,0,"Terminal Road, Near HBX Airport, Hubballi / Dharwad, India"
2401,NPL,Taj City Centre (Narnaul Airport),9.2,4,8.1,3086,7662,0,0,"Terminal Road, Near NPL Airport, Narnaul, India"
2402,IXT,OYO Townhouse Airport (Pasighat Airport),1.1,4,8.9,2753,6698,1,0,"Terminal Road, Near IXT Airport, Pasighat, India"
2403,MZS,Pride Plaza Hotel (Sonbhadra Airport),8.9,3,9.4,3460,5870,0,0,"Terminal Road, Near MZS Airport, Sonbhadra, India"
2404,IXB,Ginger Airport Hotel (Siliguri / Bagdogra Airport),10.1,4,9.1,1357,6838,0,0,"Terminal Road, Near IXB Airport, Siliguri / Bagdogra, India"
2405,BBI,OYO Townhouse Airport (Bhubaneswar Airport),10.2,5,8.1,623,6010,0,0,"Terminal Road, Near BBI Airport, Bhubaneswar, India"
2406,CJB,Lemon Tree Premier (Coimbatore Airport),7.9,5,8.8,272,10858,1,0,"Terminal Road, Near CJB Airport, Coimbatore, India"
2407,DEL,Trident Airport Hotel (New Delhi Airport),3.0,5,8.5,1167,5164,1,0,"Terminal Road, Near DEL Airport, New Delhi, India"
2408,PNQ,Hyatt Regency Terminal (Pune Airport),10.3,5,8.4,2225,8058,0,1,"Terminal Road, Near PNQ Airport, Pune, India"
2409,IXC,OYO Townhouse Airport (Chandigarh Airport),13.6,4,8.6,1211,5546,0,1,"Terminal Road, Near IXC Airport, Chandigarh, India"
2410,PNQ,Lemon Tree Premier (Pune Airport),9.3,3,8.2,3545,11726,0,0,"Terminal Road, Near PNQ Airport, Pune, India"
2411,UDR,IBIS Airport Hotel (Udaipur Airport),14.4,3,8.2,919,7875,0,1,"Terminal Road, Near UDR Airport, Udaipur, India"
2412,JSA,ITC Grand Bharat (Jaisalmer Airport),13.6,4,8.6,2162,4993,0,0,"Terminal Road, Near JSA Airport, Jaisalmer, India"
2413,CFH,IBIS Airport Hotel (Chitrakoot Airport),9.6,3,9.6,1867,4633,0,0,"Terminal Road, Near CFH Airport, Chitrakoot, India"
2414,KQH,Lemon Tree Premier (Ajmer / Kishangarh Airport),5.6,4,9.8,3592,12024,1,1,"Terminal Road, Near KQH Airport, Ajmer / Kishangarh, India"
2415,BAR,Pride Plaza Hotel (Baramati Airport),9.6,4,9.7,2768,4170,0,0,"Terminal Road, Near BAR Airport, Baramati, India"
2416,JLG,OYO Townhouse Airport (Jalgaon Airport),12.5,4,9.2,465,8659,0,1,"Terminal Road, Near JLG Airport, Jalgaon, India"
2417,GWL,IBIS Airport Hotel (Gwalior Airport),6.8,5,8.1,1198,9189,1,0,"Terminal Road, Near GWL Airport, Gwalior, India"
2418,SDW,Trident Airport Hotel (Sindhudurg Airport),9.7,3,9.0,3532,7152,0,1,"Terminal Road, Near SDW Airport, Sindhudurg, India"
2419,BTH,Trident Airport Hotel (Bettiah Airport),7.2,3,9.3,2509,8410,1,1,"Terminal Road, Near BTH Airport, Bettiah, India"
2420,BGP,Taj City Centre (Bhagalpur Airport),3.4,3,9.3,2530,6621,1,0,"Terminal Road, Near BGP Airport, Bhagalpur, India"
2421,DON,FabHotel Airport Inn (Bhadrak / Dhamra Airport),10.8,4,9.3,3196,8187,0,0,"Terminal Road, Near DON Airport, Bhadrak / Dhamra, India"
2422,DGR,Novotel Airport Hotel (Deoghar Airport),5.0,4,9.4,2375,2974,1,0,"Terminal Road, Near DGR Airport, Deoghar, India"
2423,BBI,Trident Airport Hotel (Bhubaneswar Airport),1.5,5,9.0,2449,8551,1,1,"Terminal Road, Near BBI Airport, Bhubaneswar, India"
2424,BID,IBIS Airport Hotel (Bidar Airport),10.5,4,8.2,3731,6789,0,0,"Terminal Road, Near BID Airport, Bidar, India"
2425,IXY,ITC Grand Bharat (Kandla Airport),3.2,3,8.4,2861,7701,1,0,"Terminal Road, Near IXY Airport, Kandla, India"
2426,GWL,Hyatt Regency Terminal (Gwalior Airport),5.7,5,9.0,2344,10119,1,0,"Terminal Road, Near GWL Airport, Gwalior, India"
2427,WGC,Hyatt Regency Terminal (Warangal Airport),10.3,5,9.5,1721,7091,0,1,"Terminal Road, Near WGC Airport, Warangal, India"
2428,LGP,Trident Airport Hotel (Rupsi / Dhubri Airport),3.7,5,8.9,1351,2018,1,1,"Terminal Road, Near LGP Airport, Rupsi / Dhubri, India"
2429,IXW,Hyatt Regency Terminal (Jamshedpur Airport),9.8,3,8.5,506,4065,0,1,"Terminal Road, Near IXW Airport, Jamshedpur, India"
2430,PGH,FabHotel Airport Inn (Pantnagar / Nainital Airport),8.6,3,9.2,1803,8320,0,0,"Terminal Road, Near PGH Airport, Pantnagar / Nainital, India"
2431,COB,Taj City Centre (Cooch Behar Airport),1.8,3,8.8,3225,2839,1,1,"Terminal Road, Near COB Airport, Cooch Behar, India"
2432,IXZ,OYO Townhouse Airport (Port Blair (Andaman) Airport),3.6,4,8.9,2364,2693,1,1,"Terminal Road, Near IXZ Airport, Port Blair (Andaman), India"
2433,IXL,Lemon Tree Premier (Leh (Ladakh) Airport),8.4,3,8.8,3579,12234,0,1,"Terminal Road, Near IXL Airport, Leh (Ladakh), India"
2434,JHW,OYO Townhouse Airport (Jhalawar Airport),5.3,4,8.4,3507,5422,1,0,"Terminal Road, Near JHW Airport, Jhalawar, India"
2435,IXW,Taj City Centre (Jamshedpur Airport),1.1,3,8.6,1719,3057,1,1,"Terminal Road, Near IXW Airport, Jamshedpur, India"
2436,RXL,IBIS Airport Hotel (Raxaul Airport),7.3,4,8.8,1293,9446,1,1,"Terminal Road, Near RXL Airport, Raxaul, India"
2437,PINJ,Hyatt Regency Terminal (Panchkula / Pinjore Airport),0.7,3,9.6,2031,10463,1,0,"Terminal Road, Near PINJ Airport, Panchkula / Pinjore, India"
2438,SDW,Lemon Tree Premier (Sindhudurg Airport),9.6,5,8.3,1721,3417,0,0,"Terminal Road, Near SDW Airport, Sindhudurg, India"
2439,JRH,IBIS Airport Hotel (Jorhat Airport),13.4,5,9.0,2759,11274,0,1,"Terminal Road, Near JRH Airport, Jorhat, India"
2440,SAG,Novotel Airport Hotel (Shirdi Airport),2.4,5,8.4,2194,3099,1,1,"Terminal Road, Near SAG Airport, Shirdi, India"
2441,NPL,Radisson Blu Airport (Narnaul Airport),12.5,4,8.2,3323,2193,0,1,"Terminal Road, Near NPL Airport, Narnaul, India"
2442,IXC,IBIS Airport Hotel (Chandigarh Airport),6.4,5,9.5,2937,12047,1,0,"Terminal Road, Near IXC Airport, Chandigarh, India"
2443,PUR,Taj City Centre (Purulia Airport),5.6,4,8.1,3796,2827,1,1,"Terminal Road, Near PUR Airport, Purulia, India"
2444,DUM,Pride Plaza Hotel (Dumka Airport),3.4,3,8.8,3220,3922,1,1,"Terminal Road, Near DUM Airport, Dumka, India"
2445,CCU,Taj City Centre (Kolkata Airport),13.5,5,9.7,1663,6125,0,1,"Terminal Road, Near CCU Airport, Kolkata, India"
2446,BGP,Lemon Tree Premier (Bhagalpur Airport),12.4,5,9.0,646,3034,0,0,"Terminal Road, Near BGP Airport, Bhagalpur, India"
2447,PUR,Hyatt Regency Terminal (Purulia Airport),7.4,4,8.3,832,8178,1,1,"Terminal Road, Near PUR Airport, Purulia, India"
2448,BHJ,ITC Grand Bharat (Bhuj (Kutch) Airport),11.3,4,8.7,2681,2999,0,0,"Terminal Road, Near BHJ Airport, Bhuj (Kutch), India"
2449,IXT,Taj City Centre (Pasighat Airport),3.8,4,9.6,3508,3383,1,0,"Terminal Road, Near IXT Airport, Pasighat, India"
2450,RKG,Ginger Airport Hotel (Durgapur Airport),10.6,4,9.6,3237,7772,0,1,"Terminal Road, Near RKG Airport, Durgapur, India"
2451,IXU,ITC Grand Bharat (Chhatrapati Sambhaji Nagar (Aurangabad) Airport),11.7,4,9.2,725,5045,0,0,"Terminal Road, Near IXU Airport, Chhatrapati Sambhaji Nagar (Aurangabad), India"
2452,DHR,Trident Airport Hotel (Dibrugarh Airport),13.7,5,8.2,3453,9992,0,1,"Terminal Road, Near DHR Airport, Dibrugarh, India"
2453,BOK,Pride Plaza Hotel (Bokaro Airport),6.1,3,8.9,2599,5113,1,1,"Terminal Road, Near BOK Airport, Bokaro, India"
2454,SXV,FabHotel Airport Inn (Shivamogga Airport),5.0,5,8.4,3049,2676,1,1,"Terminal Road, Near SXV Airport, Shivamogga, India"
2455,LAT,IBIS Airport Hotel (Latur Airport),2.9,5,9.7,2993,5606,1,1,"Terminal Road, Near LAT Airport, Latur, India"
2456,NVM,FabHotel Airport Inn (Navi Mumbai Airport),8.6,5,8.2,2787,10236,0,1,"Terminal Road, Near NVM Airport, Navi Mumbai, India"
2457,HBI,ITC Grand Bharat (Itanagar Airport),14.4,4,8.6,2025,9750,0,0,"Terminal Road, Near HBI Airport, Itanagar, India"
2458,DUM,Novotel Airport Hotel (Dumka Airport),12.1,4,9.0,3542,5603,0,0,"Terminal Road, Near DUM Airport, Dumka, India"
2459,TRZ,OYO Townhouse Airport (Tiruchirappalli (Trichy) Airport),10.4,3,9.8,527,11162,0,1,"Terminal Road, Near TRZ Airport, Tiruchirappalli (Trichy), India"
2460,RXL,IBIS Airport Hotel (Raxaul Airport),1.9,3,8.5,1962,7885,1,0,"Terminal Road, Near RXL Airport, Raxaul, India"
2461,DBR,Pride Plaza Hotel (Darbhanga Airport),8.4,3,9.2,2558,11598,0,0,"Terminal Road, Near DBR Airport, Darbhanga, India"
2462,NMS,Novotel Airport Hotel (Naliya Airport),4.0,3,8.8,2526,4765,1,0,"Terminal Road, Near NMS Airport, Naliya, India"
2463,PUI,Hyatt Regency Terminal (Purnea Airport),12.2,5,9.3,323,4820,0,1,"Terminal Road, Near PUI Airport, Purnea, India"
2464,SWM,Ginger Airport Hotel (Ranthambore / Sawai Madhopur Airport),3.2,4,8.2,472,8163,1,0,"Terminal Road, Near SWM Airport, Ranthambore / Sawai Madhopur, India"
2465,UTL,Ginger Airport Hotel (Barmer Airport),11.4,4,9.1,2243,5309,0,0,"Terminal Road, Near UTL Airport, Barmer, India"
2466,HIR,Hyatt Regency Terminal (Sambalpur Airport),5.7,4,9.3,3471,9179,1,0,"Terminal Road, Near HIR Airport, Sambalpur, India"
2467,SHL,Trident Airport Hotel (Shillong Airport),6.9,3,8.6,1230,5885,1,0,"Terminal Road, Near SHL Airport, Shillong, India"
2468,SWM,Ginger Airport Hotel (Ranthambore / Sawai Madhopur Airport),6.3,5,9.3,2783,10865,1,1,"Terminal Road, Near SWM Airport, Ranthambore / Sawai Madhopur, India"
2469,ANK,Ginger Airport Hotel (Ankleshwar Airport),5.1,4,9.3,889,7653,1,1,"Terminal Road, Near ANK Airport, Ankleshwar, India"
2470,KOR,OYO Townhouse Airport (Koraput Airport),9.4,3,9.4,2864,7443,0,1,"Terminal Road, Near KOR Airport, Koraput, India"
2471,UTL,IBIS Airport Hotel (Barmer Airport),0.7,4,8.2,2454,11945,1,0,"Terminal Road, Near UTL Airport, Barmer, India"
2472,SNE,Trident Airport Hotel (Singrauli Airport),4.6,4,8.2,1384,9332,1,1,"Terminal Road, Near SNE Airport, Singrauli, India"
2473,UTL,Trident Airport Hotel (Barmer Airport),1.7,3,8.2,696,8705,1,1,"Terminal Road, Near UTL Airport, Barmer, India"
2474,GOX,Hyatt Regency Terminal (Goa (Mopa) Airport),12.6,4,8.5,744,9905,0,0,"Terminal Road, Near GOX Airport, Goa (Mopa), India"
2475,IXC,Novotel Airport Hotel (Chandigarh Airport),10.3,5,8.1,617,8814,0,1,"Terminal Road, Near IXC Airport, Chandigarh, India"
2476,SWM,Lemon Tree Premier (Ranthambore / Sawai Madhopur Airport),10.0,4,8.8,1971,9502,0,1,"Terminal Road, Near SWM Airport, Ranthambore / Sawai Madhopur, India"
2477,VJZ,Trident Airport Hotel (Bhogapuram / Vizianagaram Airport),13.6,3,8.9,3195,6474,0,1,"Terminal Road, Near VJZ Airport, Bhogapuram / Vizianagaram, India"
2478,DMU,FabHotel Airport Inn (Dimapur Airport),0.7,4,8.9,3577,10385,1,1,"Terminal Road, Near DMU Airport, Dimapur, India"
2479,DED,Radisson Blu Airport (Dehradun Airport),10.9,5,8.8,260,8068,0,1,"Terminal Road, Near DED Airport, Dehradun, India"
2480,BHO,Hyatt Regency Terminal (Bhopal Airport),14.4,3,9.1,3403,6589,0,1,"Terminal Road, Near BHO Airport, Bhopal, India"
2481,UTK,ITC Grand Bharat (Kalahandi / Utkela Airport),3.5,3,9.6,3018,3210,1,0,"Terminal Road, Near UTK Airport, Kalahandi / Utkela, India"
2482,PYG,Lemon Tree Premier (Gangtok / Pakyong (Sikkim) Airport),13.3,4,9.6,2587,2052,0,0,"Terminal Road, Near PYG Airport, Gangtok / Pakyong (Sikkim), India"
2483,BLR,Ginger Airport Hotel (Bengaluru Airport),9.9,3,8.2,2891,10860,0,0,"Terminal Road, Near BLR Airport, Bengaluru, India"
2484,SXV,Radisson Blu Airport (Shivamogga Airport),14.0,4,8.4,1512,2850,0,0,"Terminal Road, Near SXV Airport, Shivamogga, India"
2485,TEZU,Ginger Airport Hotel (Tezu Airport),5.4,5,8.6,189,2086,1,1,"Terminal Road, Near TEZU Airport, Tezu, India"
2486,JAI,Trident Airport Hotel (Jaipur Airport),3.2,4,8.9,3737,10137,1,0,"Terminal Road, Near JAI Airport, Jaipur, India"
2487,NWP,Hyatt Regency Terminal (Pithoragarh Airport),4.6,4,9.4,3440,8399,1,0,"Terminal Road, Near NWP Airport, Pithoragarh, India"
2488,IXD,Trident Airport Hotel (Prayagraj (Allahabad) Airport),3.1,5,8.6,2136,3781,1,1,"Terminal Road, Near IXD Airport, Prayagraj (Allahabad), India"
2489,DMO,Novotel Airport Hotel (Damoh Airport),8.9,3,8.3,1801,3208,0,1,"Terminal Road, Near DMO Airport, Damoh, India"
2490,CKU,Pride Plaza Hotel (Chakulia Airport),7.6,4,8.6,457,11624,1,0,"Terminal Road, Near CKU Airport, Chakulia, India"
2491,PBN,FabHotel Airport Inn (Parbhani Airport),9.8,5,9.6,2998,9573,0,0,"Terminal Road, Near PBN Airport, Parbhani, India"
2492,IXD,ITC Grand Bharat (Prayagraj (Allahabad) Airport),10.1,3,8.2,2642,4704,0,0,"Terminal Road, Near IXD Airport, Prayagraj (Allahabad), India"
2493,PNQ,Taj City Centre (Pune Airport),7.9,4,8.2,519,5142,1,0,"Terminal Road, Near PNQ Airport, Pune, India"
2494,IXR,Trident Airport Hotel (Ranchi Airport),1.8,3,8.2,3550,5573,1,1,"Terminal Road, Near IXR Airport, Ranchi, India"
2495,JLR,OYO Townhouse Airport (Jabalpur Airport),11.1,4,9.1,634,2701,0,0,"Terminal Road, Near JLR Airport, Jabalpur, India"
2496,DEL,OYO Townhouse Airport (New Delhi Airport),7.8,5,9.2,1537,10384,1,1,"Terminal Road, Near DEL Airport, New Delhi, India"
2497,VZY,FabHotel Airport Inn (Vijayawada Airport),10.5,5,9.8,1338,9654,0,0,"Terminal Road, Near VZY Airport, Vijayawada, India"
2498,LAT,ITC Grand Bharat (Latur Airport),5.1,3,8.3,727,11232,1,0,"Terminal Road, Near LAT Airport, Latur, India"
2499,ALD,ITC Grand Bharat (Aligarh Airport),13.6,3,8.7,1221,3295,0,1,"Terminal Road, Near ALD Airport, Aligarh, India"
2500,BID,ITC Grand Bharat (Bidar Airport),5.9,5,8.4,1615,3466,1,0,"Terminal Road, Near BID Airport, Bidar, India"
2501,IXC,ITC Grand Bharat (Chandigarh Airport),1.3,4,8.4,3640,4240,1,0,"Terminal Road, Near IXC Airport, Chandigarh, India"
2502,BBI,Taj City Centre (Bhubaneswar Airport),9.4,5,8.4,1277,2823,0,0,"Terminal Road, Near BBI Airport, Bhubaneswar, India"
2503,MYQ,Pride Plaza Hotel (Mysuru Airport),12.7,3,9.1,942,12072,0,0,"Terminal Road, Near MYQ Airport, Mysuru, India"
2504,BID,OYO Townhouse Airport (Bidar Airport),1.1,3,8.3,3212,12006,1,1,"Terminal Road, Near BID Airport, Bidar, India"
2505,SNE,Novotel Airport Hotel (Singrauli Airport),6.2,3,8.7,3464,2845,1,0,"Terminal Road, Near SNE Airport, Singrauli, India"
2506,SNE,IBIS Airport Hotel (Singrauli Airport),10.9,5,9.5,2651,2946,0,0,"Terminal Road, Near SNE Airport, Singrauli, India"
2507,KAI,ITC Grand Bharat (Kailashahar Airport),10.3,5,9.2,1889,11295,0,1,"Terminal Road, Near KAI Airport, Kailashahar, India"
2508,MOR,Taj City Centre (Moradabad Airport),4.1,5,8.7,3313,3753,1,1,"Terminal Road, Near MOR Airport, Moradabad, India"
2509,ROU,Radisson Blu Airport (Rourkela Airport),10.5,5,8.7,1431,12116,0,1,"Terminal Road, Near ROU Airport, Rourkela, India"
2510,IXE,ITC Grand Bharat (Mangaluru Airport),3.0,3,8.1,1422,8080,1,0,"Terminal Road, Near IXE Airport, Mangaluru, India"
2511,ALD,Novotel Airport Hotel (Aligarh Airport),4.0,5,8.9,687,7063,1,1,"Terminal Road, Near ALD Airport, Aligarh, India"
2512,KHO,FabHotel Airport Inn (Khowai Airport),12.0,3,9.2,1958,7427,0,0,"Terminal Road, Near KHO Airport, Khowai, India"
2513,SWM,Hyatt Regency Terminal (Ranthambore / Sawai Madhopur Airport),2.1,5,9.3,3168,3230,1,1,"Terminal Road, Near SWM Airport, Ranthambore / Sawai Madhopur, India"
2514,JDH,Ginger Airport Hotel (Jodhpur Airport),11.5,5,9.0,130,5368,0,1,"Terminal Road, Near JDH Airport, Jodhpur, India"
2515,PBN,FabHotel Airport Inn (Parbhani Airport),8.8,5,8.8,165,4290,0,0,"Terminal Road, Near PBN Airport, Parbhani, India"
2516,ATQ,Radisson Blu Airport (Amritsar Airport),6.1,5,9.4,3508,6590,1,0,"Terminal Road, Near ATQ Airport, Amritsar, India"
2517,DHR,IBIS Airport Hotel (Dibrugarh Airport),3.9,4,8.5,163,9894,1,0,"Terminal Road, Near DHR Airport, Dibrugarh, India"
2518,DBR,Trident Airport Hotel (Darbhanga Airport),1.3,3,9.1,3057,4490,1,0,"Terminal Road, Near DBR Airport, Darbhanga, India"
2519,NMS,Hyatt Regency Terminal (Naliya Airport),5.1,3,8.4,1988,5357,1,1,"Terminal Road, Near NMS Airport, Naliya, India"
2520,PAT,Radisson Blu Airport (Patna Airport),10.4,3,9.4,1183,6584,0,0,"Terminal Road, Near PAT Airport, Patna, India"
2521,JLG,Radisson Blu Airport (Jalgaon Airport),4.6,5,8.4,974,5778,1,0,"Terminal Road, Near JLG Airport, Jalgaon, India"
2522,JGA,Hyatt Regency Terminal (Jamnagar Airport),11.1,4,9.7,1678,9757,0,1,"Terminal Road, Near JGA Airport, Jamnagar, India"
2523,IXE,Taj City Centre (Mangaluru Airport),6.5,4,9.5,1648,9517,1,1,"Terminal Road, Near IXE Airport, Mangaluru, India"
2524,SIH,Ginger Airport Hotel (Sirohi Airport),6.7,4,8.9,599,10652,1,0,"Terminal Road, Near SIH Airport, Sirohi, India"
2525,SXV,IBIS Airport Hotel (Shivamogga Airport),14.4,5,9.3,2968,2900,0,0,"Terminal Road, Near SXV Airport, Shivamogga, India"
2526,RGD,Ginger Airport Hotel (Raigarh Airport),12.3,5,8.9,3442,5052,0,0,"Terminal Road, Near RGD Airport, Raigarh, India"
2527,SRA,Trident Airport Hotel (Shravasti Airport),3.6,3,8.7,626,6559,1,0,"Terminal Road, Near SRA Airport, Shravasti, India"
2528,GAW,Trident Airport Hotel (Guwahati Airport),6.9,5,9.0,2476,6393,1,1,"Terminal Road, Near GAW Airport, Guwahati, India"
2529,GBI,FabHotel Airport Inn (Kalaburagi (Gulbarga) Airport),7.4,5,8.5,1139,12375,1,0,"Terminal Road, Near GBI Airport, Kalaburagi (Gulbarga), India"
2530,IXE,Hyatt Regency Terminal (Mangaluru Airport),14.3,4,8.7,2134,5462,0,0,"Terminal Road, Near IXE Airport, Mangaluru, India"
2531,BLR,Trident Airport Hotel (Bengaluru Airport),13.7,3,8.8,3499,9598,0,0,"Terminal Road, Near BLR Airport, Bengaluru, India"
2532,JGA,ITC Grand Bharat (Jamnagar Airport),10.3,5,9.6,2383,7189,0,0,"Terminal Road, Near JGA Airport, Jamnagar, India"
